"","name","type","geometry"
"1308","Bar: Jazz After Dark","nightlife",c(-0.130954287718254, 51.5145040177044)
"1309","Bar: Thirst Bar","nightlife",c(-0.131176257073114, 51.5142681823452)
"1310","Bar: Simmons Bar","nightlife",c(-0.131185128492182, 51.5140918460117)
"1311","Bar: Pix Pintxos","nightlife",c(-0.132135604542736, 51.513988508404)
"1312","Bar: Koya Bar","nightlife",c(-0.131695556632989, 51.5136175664957)
"1313","Bar: Rolling Stock","nightlife",c(-0.0777083875183231, 51.5286168454342)
"1314","Bar: Dream Bags Jaguar Shoes","nightlife",c(-0.0777632729288357, 51.5280697044483)
"1315","Bar: Cafe Prague","nightlife",c(-0.0777941113269531, 51.5274440561209)
"1316","Bar: Bar 31","nightlife",c(-0.0867069599169506, 51.5045009437559)
"1317","Bar: Aroma Lounge","nightlife",c(-0.302133502293684, 51.5619673514994)
"1318","Bar: JK Banquets","nightlife",c(-0.051890694806195, 51.4392978889032)
"1319","Bar: Arsenal Express","nightlife",c(-0.0988321877046278, 51.5601087549648)
"1320","Bar: Mandarin Bar","nightlife",c(-0.160211870022694, 51.5022649813018)
"1321","Bar: Iyke","nightlife",c(0.0784857730740361, 51.5379881723692)
"1322","Bar: Kings Lounge","nightlife",c(0.0794158454232377, 51.538483099209)
"1323","Bar: The Bridge Bar","nightlife",c(-0.112938000906474, 51.5192356752059)
"1324","Bar: Flavorz Wine Bar & Restaurant","nightlife",c(0.0818134475316139, 51.5400242683169)
"1325","Bar: Bongo East","nightlife",c(0.0829134250261267, 51.5403079976437)
"1326","Bar: Bar 3 Zero","nightlife",c(0.247344213360526, 51.5535124150945)
"1327","Bar: The Green Room","nightlife",c(-0.113738287398455, 51.5059899954247)
"1328","Bar: Dalston Jazz Bar","nightlife",c(-0.0760970394648901, 51.5486823927798)
"1329","Bar: Servant Jazz Quarters","nightlife",c(-0.0767176961257661, 51.5486785314909)
"1330","Bar: The Blues Kitchen","nightlife",c(-0.119190371282107, 51.4605944692865)
"1331","Bar: Veranda","nightlife",c(-0.11844000982864, 51.4607932270572)
"1332","Bar: Atlantis Bar","nightlife",c(-0.113692877356301, 51.4632040893248)
"1333","Bar: Suburb SW11","nightlife",c(-0.169402777935853, 51.4659348924686)
"1334","Bar: Zocalo","nightlife",c(-0.17472939510462, 51.4750499632784)
"1335","Bar: Le Quecum Bar","nightlife",c(-0.173918633667494, 51.4740140263698)
"1336","Bar: La Isla Bonita","nightlife",c(-0.166310881917352, 51.471808533449)
"1337","Bar: Bubbledogs","nightlife",c(-0.136416384600833, 51.5204185992734)
"1338","Bar: Salt Bar","nightlife",c(-0.162118299019165, 51.5142446269703)
"1339","Bar: The Portobello Star","nightlife",c(-0.204593970923384, 51.5147908746291)
"1340","Bar: The Distillery","nightlife",c(-0.204800176652369, 51.5160563354117)
"1341","Bar: Prince of Wales","nightlife",c(-0.446751729218271, 51.4603240073409)
"1342","Bar: Netil360","nightlife",c(-0.0578243611528755, 51.5375670468875)
"1343","Bar: Solche Cafe Beerhouse","nightlife",c(-0.0624252837396833, 51.5357762236181)
"1344","Bar: The Job Centre","nightlife",c(-0.025773438155018, 51.4783795558274)
"1345","Bar: Le Bar a Vin","nightlife",c(0.0072317864506586, 51.4670717818632)
"1346","Bar: Palm Vaults","nightlife",c(-0.0552568218778616, 51.5492223364706)
"1347","Bar: Fondue","nightlife",c(-0.0751902944911845, 51.5243063641123)
"1348","Bar: Stay Club","nightlife",c(-0.147634013852899, 51.5428295014074)
"1349","Bar: The Monarch","nightlife",c(-0.148344584334235, 51.5430032016803)
"1350","Bar: Camden Assembly","nightlife",c(-0.149215092704433, 51.5431241197805)
"1351","Bar: Joes","nightlife",c(-0.151476711839988, 51.5436413310952)
"1352","Bar: Farr's School of Dancing","nightlife",c(-0.0738995468794512, 51.5463691901746)
"1353","Bar: Bar 512","nightlife",c(-0.0757596976436049, 51.5440265342424)
"1354","Bar: Ega Alter","nightlife",c(-0.153878615084059, 51.4418149104737)
"1355","Bar: Pamela","nightlife",c(-0.075861959275795, 51.5420777698283)
"1356","Bar: Lounge 33","nightlife",c(-0.110778650438379, 51.5186528755344)
"1357","Bar: Prince George's Club","nightlife",c(-0.226783417492455, 51.4091375002445)
"1358","Bar: Cabin","nightlife",c(-0.111361119657769, 51.5025553742155)
"1359","Bar: South West Eleven","nightlife",c(-0.153059049583627, 51.4745705044661)
"1360","Bar: The Ivy Cafe","nightlife",c(-0.306404052951112, 51.4591394848343)
"1361","Bar: Undercroft Bar","nightlife",c(-0.324934441719162, 51.5776343145315)
"1362","Bar: Fortnum & Mason","nightlife",c(-0.487877987675158, 51.4705781453521)
"1363","Bar: Pilots","nightlife",c(-0.488251438279465, 51.4701389908945)
"1364","Bar: So Bar Richmond","nightlife",c(-0.305057987344983, 51.4607603969259)
"1365","Bar: Sips & Bites","nightlife",c(-0.233707237542674, 51.4852475453862)
"1366","Bar: Snooker Lovers Club & Bar","nightlife",c(-0.0103388512731594, 51.574336435569)
"1367","Bar: Siham Lounge Bar","nightlife",c(-0.140363480847692, 51.5375673430697)
"1368","Bar: Leonardo Wine Bar","nightlife",c(-0.271494102423588, 51.4640139766188)
"1369","Bar: Heads + Tails","nightlife",c(-0.191362050073069, 51.5463350997549)
"1370","Bar: Little Nan’s","nightlife",c(-0.0269562344627527, 51.4787178635258)
"1371","Bar: BrewDog Soho","nightlife",c(-0.137132071648566, 51.5150822982733)
"1372","Bar: The Lambourne","nightlife",c(-0.195175087561816, 51.4192814953262)
"1373","Bar: The Loft","nightlife",c(-0.208053903812368, 51.4220176854649)
"1374","Bar: Fulham Beach","nightlife",c(-0.188656852393908, 51.4662072159242)
"1375","Bar: Temper","nightlife",c(-0.125718623879499, 51.513004923999)
"1376","Bar: Blue Vegas","nightlife",c(-0.14090439559931, 51.5731267174686)
"1377","Bar: Legends Snooker Academy","nightlife",c(0.0112064078360356, 51.567387004891)
"1378","Bar: Luna","nightlife",c(0.0103522590060087, 51.5682122664402)
"1379","Bar: El Vino","nightlife",c(-0.0904794308529562, 51.5156922077428)
"1380","Bar: Core","nightlife",c(-0.0927488893919347, 51.5129234442597)
"1381","Bar: Merchant House","nightlife",c(-0.0928429080503545, 51.5133343337423)
"1382","Bar: Every Cloud","nightlife",c(-0.0545417550873677, 51.5461657013632)
"1383","Bar: Pergola Paddington","nightlife",c(-0.183636344164576, 51.5192876178546)
"1384","Bar: Hammerton Brewery","nightlife",c(-0.115251403907898, 51.5430117778431)
"1385","Bar: Muse","nightlife",c(-0.131145150815422, 51.5133813006077)
"1386","Bar: Dalla Terra","nightlife",c(-0.126348901856202, 51.512894047264)
"1387","Bar: Gaucho","nightlife",c(-0.101307259479644, 51.5200375197097)
"1388","Bar: Grand Union","nightlife",c(-0.103757081036599, 51.5192693669506)
"1389","Bar: Beduin","nightlife",c(-0.103556658588704, 51.5193055037285)
"1390","Bar: Cubana","nightlife",c(-0.103459663784607, 51.5193102971587)
"1391","Bar: Omeara Jonathan Wilson","nightlife",c(-0.094544420821144, 51.5041212621117)
"1392","Bar: Shampers","nightlife",c(-0.138630479253927, 51.5123139450895)
"1393","Bar: Two Floors","nightlife",c(-0.138576927875837, 51.5122694032993)
"1394","Bar: The Last Tuesday Society","nightlife",c(-0.0576418360702098, 51.5346999704437)
"1395","Bar: Dolphin Wine Bar & Restaurant","nightlife",c(-0.0562644901897952, 51.539808492958)
"1396","Bar: Heart of Hackney","nightlife",c(-0.0557007183546123, 51.5428512887622)
"1397","Bar: Bussey Rooftop Bar","nightlife",c(-0.06701740356041, 51.46997297698)
"1398","Bar: Cardamom Rest and Sports Lounge","nightlife",c(-0.317793473180705, 51.6017716350951)
"1399","Bar: Good Neighbour","nightlife",c(-0.0907414896944699, 51.4740646225861)
"1400","Bar: Cartizze","nightlife",c(-0.145336719140668, 51.5126827277727)
"1401","Bar: La Cave","nightlife",c(-0.145517898385661, 51.5127980862385)
"1402","Bar: waterintobeer","nightlife",c(-0.0389613676535246, 51.4636607941687)
"1403","Bar: Queen of Hoxton","nightlife",c(-0.0811481796792114, 51.5221535601959)
"1404","Bar: The Cocktail Trading Company","nightlife",c(-0.0724772840373823, 51.5243420612831)
"1405","Bar: Pool Bar","nightlife",c(0.0464779199829636, 51.4272115413397)
"1406","Bar: Four Quarters","nightlife",c(-0.0240768695690861, 51.546933512575)
"1407","Bar: Redchurch Brewery","nightlife",c(-0.0568009409112633, 51.5304257674621)
"1408","Bar: Bar One Twenty","nightlife",c(0.00887774873123976, 51.6334177024126)
"1409","Bar: The Front Room","nightlife",c(0.00895071567845067, 51.6334465903668)
"1410","Bar: Spice Station","nightlife",c(0.00958376350494794, 51.6336615341507)
"1411","Bar: Essex House","nightlife",c(0.00981180730496524, 51.6337931508676)
"1412","Bar: RnR Lounge","nightlife",c(-0.0176824929365398, 51.6153330493536)
"1413","Bar: Locos","nightlife",c(-0.473591549158245, 51.5334059206268)
"1414","Bar: Three 79","nightlife",c(-0.3105745752044, 51.4552295555146)
"1415","Bar: One One Four","nightlife",c(-0.328230590112439, 51.4271949647169)
"1416","Bar: TCR Lounge Bar","nightlife",c(-0.135361970402314, 51.5219974387728)
"1417","Bar: Bottle Bar & Shop","nightlife",c(-0.0228033451043637, 51.4449401229987)
"1418","Bar: SW Lounge","nightlife",c(-0.204004237563122, 51.4568615453502)
"1419","Bar: GJ's bar","nightlife",c(-0.191098130417955, 51.4529526157063)
"1420","Bar: Silks","nightlife",c(-0.0993447652508222, 51.5128545951156)
"1421","Bar: The Mitre","nightlife",c(-0.291494989693502, 51.4630659238923)
"1422","Bar: Cave of Lanka","nightlife",c(-0.192513620200656, 51.4932777611884)
"1423","Bar: TT Liquor","nightlife",c(-0.0780828504818126, 51.5286776226054)
"1424","Bar: Crossroads","nightlife",c(-0.138444203619327, 51.5420226877205)
"1425","Bar: Ku","nightlife",c(-0.130992130029254, 51.5130954177813)
"1426","Bar: Rumours Bar","nightlife",c(-0.239162175473247, 51.3771122390566)
"1427","Bar: Bojangles","nightlife",c(-0.0173191005776235, 51.6171688792521)
"1428","Bar: The Miller Tap","nightlife",c(-0.475384739580362, 51.5447033660459)
"1429","Bar: Byrney’s Beach Bar","nightlife",c(0.0169694012203816, 51.5059553424254)
"1430","Bar: Heritage Kitchen & Bar","nightlife",c(-0.397513815432756, 51.4693550773954)
"1431","Bar: The Long Room","nightlife",c(-0.163932585853058, 51.424651037149)
"1432","Bar: The Hawk's Nest","nightlife",c(-0.226896560934046, 51.5027089828867)
"1433","Pub: Simmons","nightlife",c(-0.1355134, 51.5235613)
"1434","Pub: King of Prussia","nightlife",c(-0.1946078, 51.6008404)
"1435","Pub: The Catcher in the Rye","nightlife",c(-0.196028, 51.5995788)
"1436","Pub: The Tally Ho","nightlife",c(-0.1765556, 51.6141038)
"1437","Pub: Railway Bell","nightlife",c(0.0279621, 51.5920158)
"1438","Pub: The George","nightlife",c(0.0282186, 51.5759872)
"1439","Pub: The Eagle, Toby Carvery","nightlife",c(0.020594, 51.58312)
"1440","Pub: The Monkey Puzzle","nightlife",c(-0.1698266, 51.5164813)
"1441","Pub: The Arab Boy","nightlife",c(-0.2266975, 51.4628591)
"1442","Pub: The Union Bar","nightlife",c(-0.1777428, 51.5004234)
"1443","Pub: Kings Arms","nightlife",c(-0.2100687, 51.4691887)
"1444","Pub: The Waterside","nightlife",c(-0.1811598, 51.4727261)
"1445","Pub: Hoop and Grapes","nightlife",c(-0.1049292, 51.5154842)
"1446","Pub: The Knights Templar","nightlife",c(-0.1117428, 51.5153316)
"1447","Pub: Ship Tavern","nightlife",c(-0.1192033, 51.5172349)
"1448","Pub: All Bar One","nightlife",c(-0.119321, 51.5163376)
"1449","Pub: White Haus","nightlife",c(-0.1043348, 51.5154029)
"1450","Pub: The Saint","nightlife",c(-0.0997325, 51.5150736)
"1451","Pub: Marquess of Anglesey","nightlife",c(-0.121147, 51.512757)
"1452","Pub: The Liberty Bounds","nightlife",c(-0.0785077, 51.5096824)
"1453","Pub: The Cheshire Cheese","nightlife",c(-0.0776978, 51.5114165)
"1454","Pub: The Swan","nightlife",c(-0.1227561, 51.5210868)
"1455","Pub: McGlynn's","nightlife",c(-0.1233084, 51.5284488)
"1456","Pub: Crown & Cushion","nightlife",c(-0.1139889, 51.499414)
"1457","Pub: Shortlands Tavern","nightlife",c(0.0034181, 51.4053384)
"1458","Pub: The Railway","nightlife",c(-0.0133886, 51.3803622)
"1459","Pub: The Lillie Langtry","nightlife",c(-0.1877624, 51.5397949)
"1460","Pub: The Duke of York","nightlife",c(-0.3385051, 51.5089598)
"1461","Pub: The Islington","nightlife",c(-0.1087008, 51.5344323)
"1462","Pub: The Angelic","nightlife",c(-0.1072883, 51.5347892)
"1463","Pub: The Old Ale Emporium","nightlife",c(-0.0990941, 51.5780132)
"1464","Pub: The Beaconsfield","nightlife",c(-0.0987516, 51.5763738)
"1465","Pub: The Finsbury","nightlife",c(-0.0964415, 51.5719302)
"1466","Pub: The Plough","nightlife",c(-0.100416, 51.683239)
"1467","Pub: The Brockley Jack","nightlife",c(-0.038511, 51.4534062)
"1468","Pub: Whittington Stone","nightlife",c(-0.1367005, 51.566338)
"1469","Pub: Aces and Eights","nightlife",c(-0.138419, 51.5566572)
"1470","Pub: The Bucks Head","nightlife",c(-0.1435412, 51.5402304)
"1471","Pub: The BlackStock","nightlife",c(-0.104466, 51.5645118)
"1472","Pub: The White Lion of Mortimer","nightlife",c(-0.1126397, 51.5693773)
"1473","Pub: Fox on the Green","nightlife",c(-0.1031148, 51.536675)
"1474","Pub: The Gate","nightlife",c(-0.2424157, 51.6419852)
"1475","Pub: The Windmill","nightlife",c(-0.1608521, 51.4017392)
"1476","Pub: The Queens Head","nightlife",c(-0.1652315, 51.399294)
"1477","Pub: The Load of Hay","nightlife",c(-0.4763331, 51.5362404)
"1478","Pub: The Runway","nightlife",c(-0.4817896, 51.5271597)
"1479","Pub: The Crown","nightlife",c(-0.4813329, 51.5305357)
"1480","Pub: The Good Mixer","nightlife",c(-0.1446311, 51.5393745)
"1481","Pub: The Oxford Arms","nightlife",c(-0.1443341, 51.5405479)
"1482","Pub: the Slug and Lettuce","nightlife",c(-0.1313631, 51.511278)
"1483","Pub: The Flying Horse","nightlife",c(-0.1307587, 51.5165109)
"1484","Pub: The Old White Horse","nightlife",c(0.2957296, 51.541261)
"1485","Pub: Queen's Head","nightlife",c(-0.4799554, 51.5459241)
"1486","Pub: The Metropolitan","nightlife",c(-0.4800154, 51.5454596)
"1487","Pub: The Fig Tree","nightlife",c(-0.4802902, 51.5456092)
"1488","Pub: Whelans","nightlife",c(-0.4805773, 51.547648)
"1489","Pub: The Three Tuns","nightlife",c(-0.4785907, 51.5455131)
"1490","Pub: The Wonder","nightlife",c(-0.0854123, 51.6630788)
"1491","Pub: The Moon Under Water","nightlife",c(-0.0877032, 51.6589229)
"1492","Pub: The Pied Bull","nightlife",c(-0.0593586, 51.6781721)
"1493","Pub: The King and Tinker","nightlife",c(-0.0770974, 51.6813611)
"1494","Pub: General Napier","nightlife",c(-0.044651, 51.4455382)
"1495","Pub: Capitol","nightlife",c(-0.0549295, 51.4390424)
"1496","Pub: The Honor Oak","nightlife",c(-0.0422965, 51.4432081)
"1497","Pub: The Hope and Anchor","nightlife",c(-0.1034131, 51.5432581)
"1498","Pub: Sir John Balcombe","nightlife",c(-0.1618602, 51.5234117)
"1499","Pub: The Shaftesbury Arms","nightlife",c(-0.299238, 51.465564)
"1500","Pub: The Old Wheatsheaf","nightlife",c(-0.0896474, 51.6537192)
"1501","Pub: Rose and Crown","nightlife",c(-0.083777, 51.671207)
"1502","Pub: Cricketers Arms","nightlife",c(-0.0874147, 51.656505)
"1503","Pub: The Southbury Hotel","nightlife",c(-0.063099, 51.6499158)
"1504","Pub: The Drill","nightlife",c(0.2079489, 51.5777484)
"1505","Pub: Woodberry Tavern","nightlife",c(-0.0818517, 51.5783459)
"1506","Pub: The Drapers Arms","nightlife",c(-0.3051555, 51.5116826)
"1507","Pub: North Nineteen","nightlife",c(-0.1217505, 51.5646374)
"1508","Pub: The Grove","nightlife",c(-0.3052313, 51.5102956)
"1509","Pub: The Red Lion","nightlife",c(-0.3050181, 51.5080196)
"1510","Pub: The Castle Inn","nightlife",c(-0.3054129, 51.5062235)
"1511","Pub: The Shanakee","nightlife",c(-0.3026825, 51.5148207)
"1512","Pub: The North Star","nightlife",c(-0.3018562, 51.5138717)
"1513","Pub: The Wheatsheaf","nightlife",c(-0.299932, 51.5169211)
"1514","Pub: The Haven Arms","nightlife",c(-0.3000951, 51.5168303)
"1515","Pub: Lots Road","nightlife",c(-0.1833426, 51.4776729)
"1516","Pub: The Star Tavern","nightlife",c(-0.155855, 51.4984423)
"1517","Pub: The Queens Larder","nightlife",c(-0.1225308, 51.5212273)
"1518","Pub: The Park Tavern","nightlife",c(-0.2875532, 51.4195033)
"1519","Pub: The Cardinal","nightlife",c(-0.2982274, 51.4265543)
"1520","Pub: The Bayswater Arms","nightlife",c(-0.187786, 51.5126423)
"1521","Pub: Prince Albert","nightlife",c(-0.1975022, 51.5095361)
"1522","Pub: The Wych Elm","nightlife",c(-0.2940029, 51.417141)
"1523","Pub: The New Inn","nightlife",c(0.2115723, 51.5821338)
"1524","Pub: The Rose of York","nightlife",c(-0.3002861, 51.4505854)
"1525","Pub: Tommy Flynns","nightlife",c(-0.1206516, 51.5589274)
"1526","Pub: The Durham Arms","nightlife",c(0.1910267, 51.5723538)
"1527","Pub: The Archers","nightlife",c(0.2004147, 51.5865464)
"1528","Pub: The Ship","nightlife",c(0.2009349, 51.5869264)
"1529","Pub: The Shawl","nightlife",c(-0.3560203, 51.5628777)
"1530","Pub: The Half Moon","nightlife",c(-0.3464574, 51.5694406)
"1531","Pub: The Lord Palmerston","nightlife",c(-0.1619811, 51.3689042)
"1532","Pub: Kingsfield Arms","nightlife",c(-0.3431793, 51.5752552)
"1533","Pub: Serjeants","nightlife",c(-0.1092189, 51.5137876)
"1534","Pub: The Windsor Castle","nightlife",c(-0.378524, 51.470135)
"1535","Pub: Moon under Water","nightlife",c(-0.3693403, 51.467089)
"1536","Pub: The Wishing Well","nightlife",c(-0.368629, 51.4671889)
"1537","Pub: Duke of Cambridge","nightlife",c(-0.3552644, 51.4715564)
"1538","Pub: Duke of York","nightlife",c(-0.3866606, 51.4675133)
"1539","Pub: The Honeycombe","nightlife",c(-0.3848138, 51.4639569)
"1540","Pub: Turnpike House","nightlife",c(-0.0719505, 51.5749285)
"1541","Pub: The Black Horse","nightlife",c(-0.3628656, 51.4778706)
"1542","Pub: Lord Nelson","nightlife",c(-0.184308, 51.3654748)
"1543","Pub: The Sun","nightlife",c(-0.1641978, 51.367124)
"1544","Pub: The Rose & Crown","nightlife",c(-0.1551602, 51.3685541)
"1545","Pub: The Old Elm Tree","nightlife",c(-0.3801834, 51.4847039)
"1546","Pub: The Old George","nightlife",c(-0.3720902, 51.4842491)
"1547","Pub: The Woodlands Tavern","nightlife",c(-0.3376386, 51.4729787)
"1548","Pub: The London Apprentice","nightlife",c(-0.3208597, 51.4711368)
"1549","Pub: The Swan Inn","nightlife",c(-0.3241118, 51.4689419)
"1550","Pub: The Bridge Inn","nightlife",c(-0.3358043, 51.4750128)
"1551","Pub: The Railway Bell","nightlife",c(-0.1729682, 51.6504226)
"1552","Pub: The Grange","nightlife",c(-0.150933, 51.3720919)
"1553","Pub: The Horseshoe Bar","nightlife",c(-0.3727312, 51.561967)
"1554","Pub: Coach & Horses","nightlife",c(-0.1623319, 51.3650377)
"1555","Pub: Hare and Hounds","nightlife",c(-0.3393015, 51.4916527)
"1556","Pub: The Jolly Farmer","nightlife",c(-0.3633441, 51.4772629)
"1557","Pub: The White Bear","nightlife",c(-0.3601064, 51.4755195)
"1558","Pub: The Woodman","nightlife",c(-0.1625787, 51.3650042)
"1559","Pub: The Royal Oak","nightlife",c(-0.3408452, 51.4669866)
"1560","Pub: The Bell Inn","nightlife",c(-0.222489, 51.3559215)
"1561","Pub: The Harrow","nightlife",c(-0.2157505, 51.3576314)
"1562","Pub: The Railway Tavern","nightlife",c(-0.1658625, 51.3693298)
"1563","Pub: The Butterchurn","nightlife",c(-0.1802281, 51.369505)
"1564","Pub: Harvest Home","nightlife",c(-0.1316804, 51.3723143)
"1565","Pub: The Kilkenny","nightlife",c(-0.1917749, 51.4155329)
"1566","Pub: The Trafalgar","nightlife",c(-0.1890627, 51.413927)
"1567","Pub: The Nelson Arms","nightlife",c(-0.1864046, 51.4158504)
"1568","Pub: The Sultan","nightlife",c(-0.1853025, 51.4185272)
"1569","Pub: The Nightingale","nightlife",c(-0.1852127, 51.3627599)
"1570","Pub: The King Harold","nightlife",c(0.2351305, 51.5940913)
"1571","Pub: The Baring Arms","nightlife",c(-0.0884773, 51.537057)
"1572","Pub: The Birdcage","nightlife",c(-0.0709876, 51.5283246)
"1573","Pub: Urban Bar","nightlife",c(-0.0589373, 51.5190934)
"1574","Pub: The Temperance","nightlife",c(-0.2104484, 51.4693662)
"1575","Pub: The Volunteer","nightlife",c(-0.1585799, 51.5239797)
"1576","Pub: The Colonel Fawcett","nightlife",c(-0.1359896, 51.54181)
"1577","Pub: The Marlborough Arms","nightlife",c(-0.1337724, 51.5218219)
"1578","Pub: Lion and Lamb","nightlife",c(-0.0814466, 51.5296022)
"1579","Pub: Red Lion","nightlife",c(-0.0801935, 51.5280804)
"1580","Pub: The White Hart Inn","nightlife",c(-0.3542958, 51.4557401)
"1581","Pub: The Duke of Cambridge","nightlife",c(-0.3514212, 51.4547683)
"1582","Pub: The Marlborough","nightlife",c(0.1642648, 51.582456)
