id,lat,lng
train_central,52.5250416315237,13.369470540889
train_westkreuz,52.5009675654159,13.2839073985599
train_ostkreuz,52.5032967578035,13.4693692139033
train_südkreuz,52.4757145597838,13.3655716416644
air_berlin_brandenburg,52.3652278432646,13.5096336574211
